Handle,LevDistance,LevMatchCount,IntersectionalityScore,DDNADistance,DDNAGrantsDonated,APUScore,SADScore,GrantOwner,IPsSharedRatio,IPsUsedCount,IPsSharedCount,MetaRank_Loki,MetaRank_Thor
xuquanshengsheng,5,0,3,0,10,0.15,1,0,1,4,4,0.49058336736787056,0.5325458035720342
agbafo,2,0,0,0.3,6,0.08,1,0,0,1,0,0.5544401672836003,0.5911424947260604
xaanh,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
kintincheung,3,0,2,0.1,6,0.11,0,0,0,1,0,0.7166823441141195,0.7400202139421935
jsbmudit,3,0,0,0.09,6,0.21,0,0,0,2,0,0.6422344890291748,0.6717048900103783
vagif85,2,0,3,0.19,9,0.1,0,0,0,19,0,0.6384719016404955,0.6682522401524864
marshy766,3,0,0,0,36,0,0,0,0,11,0,0.5122792298153634,0.5524545016720593
uplifted,3,0,1,0.14,4,0.11,0,0,0.88,84,74,0.41244869409018753,0.4608473576036304
goblin939,3,0,0,0,3,0,1,0,0.5,2,1,0.29109601065943225,0.3494909206840181
ballboa,2,0,3,0.14,8,0.13,0,0,0,4,0,0.6764803175653324,0.7031297694389613
neklymiha50,6,0,0,0.12,1,0.08,0,0,0.55,11,6,0.41881330654923055,0.4666876945931096
11212121,2,0,0,0,6,0,1,0,1,1,1,0.2768384656183413,0.33640781967535593
lcusack,2,0,3,0.29,6,0.15,0,0,0,11,0,0.6690105836630525,0.6962753437387653
michaelguaneth,4,0,0,0.25,3,0,1,0,1,2,2,0.3556162530469381,0.40869640422457826
rkyabagg,4,0,2,0.24,11,0,1,0,0,3,0,0.612784296187331,0.6446806129301398
neerajsingour,5,0,3,0.36,7,0.1,0,0,0.02,50,1,0.6571240600461637,0.6853679547967414
larisafv,2,0,1,0,11,0.11,1,0,1,1,1,0.4222876013875003,0.46987579956994496
bbubbyy,2,0,2,0.14,8,0.13,1,0,0,2,0,0.5960836565844355,0.6293556636345753
shengchaoding,3,0,4,0.6,35,0,0,0,1,3,3,0.6062293367238508,0.6386656084871425
ehmeister,1,1,0,0,1,0,0,0,0,2,0,0.2919294718147831,0.35025572671835464
alma61,2,0,0,0.05,13,0,1,0,0,2,0,0.45798967690906034,0.5026369698079676
harishrajendra,5,0,1,0,1,0.15,0,0,0,2,0,0.6109307229305307,0.6429797250089877
panin77,1,1,4,0,5,0.15,1,0,0.43,7,3,0.30949683709807674,0.36637600645760837
muhkara900,3,0,1,0.09,3,0,1,0,1,2,2,0.3183470487898181,0.3744971951459406
alexhoudz,2,0,0,0,1,0,1,0,0,1,0,0.35099987618204564,0.40446029452663423
lvntnotfirst,5,0,0,0.64,23,0,0,0,0,21,0,0.6590441623530586,0.6871298915365988
coloryui,2,0,4,0.34,23,0.15,1,0,0.38,8,3,0.5723161534381659,0.6075459731520861
jael0x,2,0,4,0.09,14,0,0,0,0,1,0,0.6950437705708747,0.7201640856582758
riastacpa,3,0,1,0,1,0,1,0,1,1,1,0.2926834677158544,0.35094761333034874
ortegaxx16763,6,0,1,0.09,3,0,1,0,0,2,0,0.538454714969221,0.5764738202315786
guosenjiankang,5,0,4,0,10,0.28,1,0,1,4,4,0.532677775786013,0.57117274780733
dexx09,1,1,4,0.42,30,0.08,1,0,0.2,5,1,0.49572458451684204,0.5372635206175427
soheilce,2,0,4,0.14,20,0.1,1,0,0,2,0,0.6774708612000732,0.7040387185174634
maniak1212,3,0,1,0,1,0,1,0,0,2,0,0.3895238922451152,0.43981095215807575
tonyf182,2,0,2,0,3,0.03,1,0,0,3,0,0.43361602019526274,0.4802710567550518
iiamscarface,4,0,4,0.02,47,0.11,0,0,0.02,56,1,0.6801412633497007,0.7064891502682756
ashishtrivedi210,6,0,4,0.24,63,0.11,0,0,0,27,0,0.8399274094142302,0.8531131505938694
hbesso31,3,0,3,0.29,66,0.13,0,1,0.09,45,4,0.7176396232238129,0.7408986386113429
zark3000,3,0,1,0,13,0.18,1,0,0,1,0,0.6263248059107365,0.6571057433371997
vlk5c,2,0,0,0,1,0,1,0,0,1,0,0.35099987618204564,0.40446029452663423
cryptoblade6,2,0,2,0.2,18,0.29,1,0,0.38,13,5,0.49177349815289484,0.5336378991066523
teecash96,3,0,0,0.05,38,0,0,0,0.86,73,63,0.3677892211850672,0.4198666422471392
hanthery,2,0,0,0,1,0,1,0,1,1,1,0.21797134445970096,0.28238978992423164
freemansong,3,0,4,0,1,0,0,0,0.38,84,32,0.33208529763433786,0.38710377620859704
sonu73,1,1,0,0,9,0,0,0,0,1,0,0.4077510039418462,0.45653663268282424
garypalmerjr,4,0,3,0.22,89,0.39,0,1,0.38,8,3,0.7851721531572654,0.8028682769988401
cemib2773,2,0,1,0,7,0,1,0,0.5,2,1,0.3129138430320984,0.3695115416183363
i-am-zaytsev,5,0,3,0.08,6,0.1,0,0,0,5,0,0.719592990055755,0.7426910997605529
hedoniccarrot,5,0,2,0,1,0.11,1,0,1,1,1,0.45489053199215695,0.4997931123366096
annakaic,2,0,4,0.65,21,0.23,0,0,0.5,6,3,0.6740834237327602,0.7009303161650489
sparkle009,2,0,3,0,25,0.13,1,0,0.75,4,3,0.4517359462001748,0.49689838084966387
0xcairo,2,0,0,0.07,10,0,1,0,0,1,0,0.4816851069177276,0.5243805240701925
mdtamimhossain4349,6,0,2,0.13,25,0.1,1,0,0,2,0,0.7337193250258262,0.755653798932324
crazysssquirrel,7,0,1,0,11,0.11,1,0,1,1,1,0.5350913018811089,0.5733874632859187
sabyasachi0485,4,0,3,0.08,53,0.16,0,0,0,11,0,0.7808071082593968,0.7988627961715608
pradeepbora121,5,0,3,0.53,13,0.16,0,0,0,35,0,0.8152617640916844,0.8304793010588578
dude-rude,3,0,2,0.13,75,0.08,1,0,0,6,0,0.6284870000388086,0.6590898299451239
rjramesh,2,0,4,0.43,129,0.1,0,0,0.01,194,1,0.6526148688730903,0.6812302015289338
kaizen555,3,0,2,0,1,0.05,1,0,0,23,0,0.3997009888804085,0.4491497256194759
most-white,3,0,2,0,5,0.2,1,0,0,1,0,0.6056342713313387,0.6381195607198334
selimkafa,3,0,0,0,1,0,1,0,0,15,0,0.3027681628926831,0.36020159676576924
anvarior,3,0,0,0,12,0.08,1,0,0.33,3,1,0.40221800460898477,0.451459405927162
ehma90,2,0,0,0,1,0,0,0,1,1,1,0.2928109817285356,0.35106462356620066
libhjt888,3,0,1,0.22,3,0,0,0,0.88,17,15,0.35968376524855067,0.41242886116820304
natvun,1,1,2,0,1,0.1,1,0,0,2,0,0.3444245883977033,0.39842663627792135
research619o,4,0,2,0,13,0.11,1,0,1,1,1,0.537342201409307,0.5754529483187834
itsakbabe,4,0,3,0.11,47,0,0,0,0,13,0,0.6889046176704853,0.7145306363321869
raczek003,3,0,0,0.2,3,0,1,0,0,2,0,0.4652357992818559,0.5092862036452928
rocketinspirit,5,0,3,0.25,6,0.07,1,0,0,1,0,0.7280976202928388,0.7504951737517213
yh0601,2,0,4,0.19,11,0,1,0,0,14,0,0.5410123873395217,0.5788208081506956
apeirography,4,0,3,0.1,1,0.21,0,0,0,2,0,0.710245658517474,0.7341137407324502
chandan155,2,0,1,0.2,10,0.11,1,0,0,5,0,0.5564009262322196,0.5929417390773488
napcalx,3,0,3,0.5,9,0.07,0,0,1,23,23,0.5110872510011698,0.5513607103369217
akie17,2,0,2,0.12,12,0.1,0,0,0,11,0,0.6240849945575541,0.6550504331074527
j7791,2,0,1,0,1,0,1,0,1,1,1,0.2504615452850308,0.3122036588592011
onlinecrypto,3,0,2,0.49,37,0.07,1,0,0,13,0,0.646786184873142,0.6758816466901365
imran090588,3,0,3,0.3,19,0.34,1,0,0,24,0,0.7042617400673052,0.7286227386500072
george07231,3,0,0,0,6,0,1,0,1,1,1,0.319060388049165,0.3751517741465036
cemib27,2,0,2,0,7,0,1,0,0.5,2,1,0.341231193993166,0.39549629298006417
svadimt200,3,0,2,0,12,0.13,1,0,0,1,0,0.6385994156531767,0.6683692503883383
aylaseaa,3,0,3,0,5,0,1,0,0.9,10,9,0.29364259485471716,0.35182773380001764
yulyashapro,5,0,0,0,14,0,1,0,1,1,1,0.42160937468237,0.46925344077925424
youmeiw,2,0,2,0.03,23,0.13,1,0,0.5,2,1,0.5224969830923811,0.5618305827448905
marselsarin,3,0,2,0,2,0.05,NA,0,0,1,0,0.6144789389355721,0.510690326475516
bhaiko,1,1,4,0.27,91,0.21,0,0,0,13,0,0.6756265280891194,0.7023463095989093
ketucalibur,5,0,3,0.67,17,0.21,0,0,0.33,3,1,0.7943568581286488,0.8112964055812186
rl958,2,0,3,0.15,3,0,0,0,0,6,0,0.5430396753382355,0.5806811013206894
gero34,1,1,2,0.3,6,0.07,1,0,0,7,0,0.4361847807405792,0.48262821947728646
segzyowy,2,0,4,0.47,45,0.13,0,0,0.91,89,81,0.5872907337969423,0.6212870447623505
lvndry,2,0,0,0,1,0.03,0,0,0,1,0,0.4639089143383039,0.5080686188722249
cheenukhurana,4,0,2,0.25,4,0.1,0,0,0,14,0,0.6678204528780283,0.6951832482041472
ashok1306,3,0,3,0.03,27,0.16,1,0,0,22,0,0.6459416355427754,0.6751066658526824
cryptomarabout,3,0,1,0.25,2,0.11,0,0,0,1,0,0.6844582594891678,0.7104505402820456
oneoneone122,4,0,0,0,6,0,1,0,1,1,1,0.3545425480995792,0.40771114412269455
galst66,3,0,1,0.06,9,0,1,0,0,1,0,0.5474620091403523,0.5847391519640761
quaar,1,2,2,0.06,13,0.13,1,0,0.5,2,1,0.40353380137752093,0.4526668158971124
ayoblessing2021,5,0,3,0.02,35,0.31,0,0,0.98,44,43,0.6196183080553743,0.6509516832515958
vinod259,2,0,3,0,14,0,0,0,0,1,0,0.6211336919741941,0.65234223967766225
johnhcpu,3,0,3,0,1,0,0,0,0,2,0,0.5213438128907427,0.5607724032206644
antonpecherkin,5,0,1,0.35,19,0.13,0,1,0,4,0,0.8705640369827597,0.8812261316076867
swanny1a,2,0,1,0,1,0.11,1,0,0,1,0,0.46178737685195625,0.5061218398757318
0xhantt,2,0,3,0.12,5,0.11,1,0,0,1,0,0.6266038583152996,0.6573618092156583
maksim2464,1,1,2,0.12,22,0.08,1,0,0,15,0,0.4566831202863706,0.5014380388406151
avzhur,2,0,1,0,13,0.28,0,0,0.12,8,1,0.5056540452434501,0.5463750568093174
annikalewis,3,0,3,0.61,17,0,1,1,0.19,32,6,0.5526937797186191,0.5895399632350448
jhapa7,2,0,4,0.27,6,0.1,1,0,0.11,9,1,0.5121424756568358,0.5523290124336094
networksecret,4,0,2,0.2,3,0,1,0,0.5,2,1,0.4610925178843023,0.5054842188803647
babyhuber,3,0,1,0.11,3,0,1,0,0,2,0,0.47733299822404396,0.5203869138465504
elonmasike,3,0,4,0.34,19,0,0,0,0.95,20,19,0.5374623233053111,0.575563175352557
zackbrut,2,0,0,0.14,1,0.03,1,0,1,4,4,0.22556674434549276,0.28935953005976
crypto-no13,2,0,2,0.11,10,0.1,1,0,0,1,0,0.6181472768366176,0.6496018260379995
2671073237,5,0,2,0.3,5,0,0,0,0.64,47,30,0.46652757167119124,0.5104715682084885
sora0003,3,0,1,0.22,3,0.15,1,0,0,1,0,0.6292077314148327,0.6597511921477652
cryptoarnab,2,0,3,0.3,13,0,0,0,0,16,0,0.6164840505842544,0.6480756055703656
mhagel,2,0,1,0.38,4,0.03,0,0,1,2,2,0.44674072335557746,0.49231463204520326
daygogo001,4,0,0,0,6,0,1,0,1,1,1,0.3545425480995792,0.40771114412269455
edotoday,3,0,3,0.17,7,0.29,1,0,0,3,0,0.6735918479737284,0.700479233226837
guotutututu,4,0,3,0,10,0.26,1,0,1,5,5,0.47733854231155187,0.5203920012481091
jackye007,2,0,4,0.24,10,0.16,1,0,0,5,0,0.6619585043530327,0.6898041689559974
cs272727,2,0,0,0.15,7,0,1,0,0,1,0,0.4811196099919241,0.5238616091111971
sushanth3366,4,0,4,0.29,26,0.31,0,0,0,19,0,0.8467577252239349,0.859380829314286
kl0ndake,3,0,3,0.33,7,0.1,1,0,1,3,3,0.49643053165951173,0.5379113164160273
rahulath,2,0,4,0,3,0,1,0,0,1,0,0.5001524624064666,0.5413266586624882
emmyraze,2,0,1,0.47,8,0,1,0,0.93,15,14,0.307438132603485,0.3644868846787815
gm520gm,3,0,4,0,1,0,1,0,1,1,1,0.3748505406409335,0.4263462960325051
rebing,1,1,0,0,1,0.13,0,0,0,3,0,0.3631395797951275,0.4156000081398425
demo234e,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
yurchello1337,6,0,4,0.2,13,0.1,1,0,0.75,4,3,0.6176852695442945,0.6491778759081012
liamcc99,2,0,3,0.33,5,0,0,0,0.76,37,28,0.39773838190261995,0.4473487854676679
abdkhan0207,3,0,3,0.31,28,0.29,0,0,0.13,15,2,0.6859108104162316,0.7117834394904459
0xarhat,2,0,2,0,5,0,1,0,0,13,0,0.37488565319515005,0.4263785162423774
cobramovin,3,0,4,0.31,8,0.1,0,0,0,2,0,0.7772940048085719,0.795639079383814
jameel139,3,0,2,0.56,8,0.16,0,0,0,13,0,0.7153887236956148,0.7388331535784782
itsunclejon,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
dedsw,2,0,4,0,20,0.08,1,0,1,4,4,0.41467926529752347,0.4628941888307795
leena4c,2,0,4,0.68,45,0,0,1,0.17,29,5,0.6313662294845662,0.6617318871546503
videshkumar,2,0,2,0.18,19,0.1,1,0,0.17,18,3,0.4571746960454024,0.5018891217788269
kurtsnow,3,0,3,0.25,22,0.08,0,0,0,7,0,0.7418321730790198,0.7630983632133385
totrus555,3,0,3,0,1,0,0,0,0,1,0,0.5575319200838266,0.59397956899534
rocky772,2,0,3,0.44,10,0.25,0,0,0,12,0,0.7231097895649184,0.745918208149339
vvggrtr,3,0,0,0,16,0,1,0,1,1,1,0.37181053265744746,0.42355670417777413
magnuspp98,4,0,1,0,13,0.05,1,0,0.5,2,1,0.4693365760085157,0.5130491849982702
millionera,1,1,2,0,12,0,1,0,0,2,0,0.3766893296643794,0.4280336175495004
helenalele,2,0,0,0.11,2,0,1,0,0,1,0,0.42692245854408567,0.47412886727308495
melsmog24,2,0,3,0.16,11,0,1,0,0,5,0,0.5335204770872104,0.5719460328442645
s771g,2,0,4,0.25,2,0,1,0,0,1,0,0.5712664728700078,0.6065827584569572
nitterbot,3,0,3,0.43,4,0,1,0,1,1,1,0.4940502700894631,0.5357271253467912
devi34,2,0,1,0.33,15,0.13,1,0,0,15,0,0.5813400798718207,0.6158265670892602
sipa92,2,0,3,0.31,54,0.33,0,0,0,21,0,0.75191317219751,0.7723489550477198
richiepauls,4,0,1,0.4,3,0,0,0,0.75,52,39,0.40506581755886434,0.45407263452785523
deadforlazy123,7,0,0,0,1,0,1,0,0,1,0,0.46380357667565425,0.507971958242608
0x614472a,3,0,2,0,2,0,1,0,0,1,0,0.47663813925639004,0.5197492928511833
paxthemax,3,0,1,0.5,10,0.26,0,0,0,22,0,0.7024820879772766,0.7269896827496388
ttanusid,2,0,2,0.23,6,0.16,1,0,0,9,0,0.5643844122435628,0.6002675973219919
anggablogger,5,0,2,0,2,0.06,1,0,0.07,15,1,0.40384796633630066,0.45295510198544325
kunal1980,2,0,0,0.06,40,0.13,1,0,0.11,9,1,0.44333295756740226,0.48918757588707323
francomendoza,4,0,3,0.53,10,0.07,0,0,0.67,3,2,0.6534742024368113,0.6820187487705446
horiastanciu,4,0,0,0.14,2,0,0,0,0,1,0,0.5878248142268677,0.621777131112513
vultreer,2,0,4,0,20,0.11,1,0,1,2,2,0.4731730845639668,0.5165696668769459
wenjia518,3,0,0,0.1,2,0.07,0,0,0.69,13,9,0.3506505986690494,0.4041397882284311
yarrr77,2,0,0,0,13,0.25,1,0,0.5,2,1,0.42282722590493366,0.4703709733216662
waxasilium,4,0,1,0.06,13,0,1,0,1,1,1,0.47284413537183273,0.5162678143844583
pyaesoneag10,3,0,4,0.05,17,0.11,0.28,0,0.07,14,1,0.6208546395696309,0.6520861737992036
ruschieidutdamoi,7,0,0,0,2,0,1,0,1,1,1,0.35338383381043287,0.4066478771969096
lospolloss73,2,0,2,0,7,0,1,0,0.33,3,1,0.3336616665157443,0.3885502940518101
fragtex-eth,4,0,3,0,1,0,0,0,0,2,0,0.5568259729411569,0.5933317731968553
colapangy,2,0,1,0.15,7,0.13,1,0,0,1,0,0.5993879327391304,0.6323877549636081
denvercitizen9,5,0,1,0.5,6,0,1,1,0,3,0,0.6676393460194375,0.6950170597532271
xuanhai653,3,0,1,0.2,23,0.07,1,0,0,1,0,0.6700085194144705,0.6971910760193457
cosmiclila27,5,0,0,0.18,1,0,1,0,0.12,8,1,0.35523555903806386,0.40834706931754206
dd20007,2,0,2,0.1,4,0,1,0,0,3,0,0.4548812918463105,0.49978463333401163
tingle1337,3,0,1,0.2,11,0,0,0,0,1,0,0.667787188352981,0.6951527237947945
ronyahmed23,4,0,3,0.15,8,0.18,0,0,1,8,8,0.5762875681229752,0.6111902484686921
0xbacklog,3,0,2,0.62,16,0.05,0,0,0,2,0,0.7542878896800507,0.7745280587153972
amacias2,3,0,3,0.11,21,0,0,0,0.5,2,1,0.5951614900289586,0.6285094591752983
nva1106,2,0,3,0.22,10,0.06,0,0,0,7,0,0.6500442602986045,0.6788713430061795
beimu626,2,0,3,0.18,9,0.08,0,0,0.35,48,17,0.47375890981063246,0.517107235641657
lilingen,2,0,1,0.07,37,0.15,0,0,0,17,0,0.6301021775327702,0.6605719595992484
opencampustr,2,0,0,0.69,45,0.11,1,1,0.3,10,3,0.5386099494194416,0.5766162674752243
teolider,2,0,4,0.05,14,0.31,0,0,0,12,0,0.7097023379417021,0.7336151753796898
initsert,2,0,1,0.4,3,0.13,1,0,0,1,0,0.6031246477194396,0.6358166636142257
sushanth9909,4,0,3,0.18,11,0.29,1,0,0,6,0,0.7190127088965972,0.7421586183974007
oredebby,3,0,3,0,1,0.13,0,0,0.56,61,34,0.38481326589258885,0.43548835663363245
munhenhos,3,0,3,0.2,3,0.33,0,0,0,1,0,0.7754219512600787,0.7939212334574659
brkklc,2,0,3,0.2,2,0.16,0,0,0,3,0,0.6557639105775646,0.6841198456143207
nanjiangwill,4,0,2,0.11,1,0,0,0,0.33,6,2,0.4320230190513327,0.4788092767071624
karatkanji,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
eferoro,2,0,1,0.04,21,0.07,0,0,0.87,68,59,0.39652607476756413,0.4462363403268147
i5go,2,0,1,0,2,0,1,0,0,1,0,0.4060988658644988,0.4550205870183079
flappingbird22,6,0,3,0,1,0.05,0,0,0.22,9,2,0.47431331856142017,0.5176159757975349
dfrancks,2,0,1,0.42,16,0,0,1,0,13,0,0.6565179064786358,0.6848117322263148
sinhndt,2,0,1,0,8,0,1,0,0,1,0,0.4565038614569492,0.5012735461902146
3threepan,3,0,0,0,1,0,1,0,1,1,1,0.2601932668905246,0.3211337443953793
morrisonlilly,5,0,0,0,17,0.1,1,0,0,1,0,0.6295496168111517,0.66006491524389
0xsiam,2,0,3,0.29,7,0.15,0,0,0.29,7,2,0.5731754870018868,0.6083345203936971
shkanbei20100,5,0,3,0.14,9,0,0,0,0.83,6,5,0.5346237505012779,0.5729584257544617
chammychummy,5,0,4,0.1,40,0.13,0,0,1,62,62,0.6157282066540138,0.6473820231578519
doyoyaking0202,6,0,2,0.39,23,0.1,1,0,0,1,0,0.8074353605597311,0.8232975858583803
kaseyguildner,5,0,0,0,1,0.07,1,0,1,1,1,0.36373094912930104,0.41614266430611235
amosilav,2,0,2,0.2,2,0,1,0,0,6,0,0.4372825100671389,0.4836355249859249
kartikkuk,2,0,0,0.07,11,0,1,0,0,3,0,0.4379588887430999,0.484256187976096
saycryptohello,5,0,3,0.1,12,0,0,0,0.33,9,3,0.5596423693951585,0.5959161731887155
comy6spice,4,0,0,0.11,5,0,1,0,1,1,1,0.3999652570516173,0.44939222509377774
bigpp178,3,0,1,0,13,0.11,1,0,1,1,1,0.47354269039782526,0.5169088269808646
ademesin,3,0,4,0.09,7,0,1,0,0,1,0,0.6226472278638446,0.6537311003032091
princetee77,3,0,4,0.12,5,0.1,1,0,0.2,5,1,0.5283459954131916,0.5671977913894033
prathibhax1995,4,0,0,0.58,17,0.1,1,0,0.17,6,1,0.5586111691186934,0.5949699164987824
phamdinhnguyen67311,7,0,0,0,4,0,1,0,0,3,0,0.45622850511072466,0.5010208719127952
daveblaq,2,0,0,0,1,0,0,0,1,1,1,0.2928109817285356,0.35106462356620066
bigabom,2,0,2,0.14,2,0,0,0,0,5,0,0.5053361842263319,0.5460833791199473
sinouhe1,3,0,1,0.62,10,0.08,0,0,0,31,0,0.6493161368059034,0.6782031976014598
gittubhai,3,0,NA,0.15,17,0.1,1,0,0.33,6,2,0.5789228577183863,0.4780631244785413
tejinderbreadman,6,0,3,0,2,0,0,0,0,11,0,0.561111552584746,0.5972643346017921
noilon,2,0,2,0,1,0.07,1,0,0,1,0,0.45975269673656527,0.5042547635036595
karthik-gupta,4,0,3,0.25,2,0.13,0,0,0,11,0,0.6996601474357671,0.7244001953562199
elena0301,2,0,3,0,12,0,0,0,0,6,0,0.5432614388385506,0.5808845973830407
mamauterh7,4,0,2,0,2,0,1,0,0,1,0,0.5121202993068042,0.5523086628273743
samson-gq,3,0,1,0.12,10,0.11,0,0,0,22,0,0.6263266539399058,0.6571074391377194
kaidomonster,3,0,3,0,6,0.11,1,0,0.67,3,2,0.4401987000962823,0.4863114982058431
exeunt3,1,1,1,0.4,3,0,1,0,0,2,0,0.38343648416146603,0.43422498524653547
cingm,2,0,3,0.17,27,0,0,0,0.2,5,1,0.5537637886076394,0.5905218317358892
chekogo,2,0,2,0.17,12,0.18,1,0,0.5,6,3,0.4755792185423855,0.5187775991534563
airdp-lfg,4,0,1,0,1,0,1,0,0,1,0,0.46119415948861336,0.5055774879089423
andypoland,3,0,2,0.24,12,0.2,1,0,0.6,5,3,0.5344869963427503,0.5728329365160117
deepwizard9,4,0,2,0.29,3,0.13,1,0,0,1,0,0.6983850073089554,0.7232300929977005
lrdkpndz,3,0,3,0.13,16,0,1,0,0.5,2,1,0.5171376985014331,0.5569127612380701
basha0315,2,0,0,0,50,0.11,0,0,0.5,2,1,0.4983062812663435,0.5396325539434146
rahulkumar66,1,1,2,0,1,0.05,0,0,0,3,0,0.3803706037696099,0.4314116521845302
ib11za,3,0,3,0.36,5,0,1,0,0,5,0,0.564467573556181,0.6003439083453735
1417alex,4,0,3,0.42,16,0.11,1,0,0,7,0,0.7338098784551216,0.755736893157784
jahangir2018,4,0,4,0.29,4,0.1,0,0,0,15,0,0.7260555480607706,0.7486213141775707
dgct,1,1,4,0.46,34,0.29,0,0,0,2,0,0.7463044036687075,0.7672022004707543
badabing01,3,0,3,0.4,1,0,1,0,0,4,0,0.5227594032344206,0.5620713864186728
m88k6,2,0,0,0.4,3,0,1,0,1,1,1,0.35182779324988867,0.40522001315941203
aemeth,2,0,3,0,12,0.1,0,0,0,5,0,0.6150370437446985,0.646747793763524
natashyrman,4,0,0,0,3,0.15,1,0,0,1,0,0.5541740510832223,0.590898299451239
boosh0x,2,0,3,0.43,7,0,0,0,0,4,0,0.6232663176355575,0.6542991934772728
probitas34,4,0,3,0.14,3,0,1,0,0,3,0,0.5635860636424286,0.5995350114975275
dmebane,2,0,0,0,1,0,0,0,0,3,0,0.3750833923162643,0.4265599668979739
lospollos27,2,0,1,0,7,0,1,0,0.5,2,1,0.3129138430320984,0.3695115416183363
tomitorres93,4,0,5,0.4,1,0,0,0,0,3,0,0.678380091551365,0.7048730523731033
ruoxiaode4,4,0,3,0,3,0.16,1,0,1,1,1,0.5145356734310694,0.5545250741064827
selaslan72,4,0,3,0.17,2,0.06,0,0,0,14,0,0.6384866858738498,0.6682658065566431
dimavorobjev1998,7,0,0,0,3,0.15,1,0,0,1,0,0.589273669095593,0.6231066387198742
anna8016,3,0,3,0,11,0,0,0,0.46,37,17,0.40503994515049424,0.4540488933205809
sarmizegetusaa,6,0,1,0.14,4,0,0,0,0,1,0,0.6711173369160459,0.6982085563311017
anamaria789,4,0,0,0.33,3,0,1,0,0,1,0,0.5569497908954995,0.5934453918316681
travelingroot,3,0,0,0,6,0,0,0,0,1,0,0.5269285570403444,0.5658971123908753
lingjiaqi,3,0,1,0.5,1,0,0,0,0.67,3,2,0.42526108032089177,0.47260434260597056
gleb1303,3,0,1,0.18,7,0.08,1,0,0,4,0,0.5563990782030503,0.5929400432768293
0xzeroleon,3,0,0,0,1,0.06,1,0,1,1,1,0.30529441876710584,0.36251975607605325
aligerry,2,0,0,0.1,15,0.1,0,0,0,3,0,0.6010345267289698,0.6338987132265658
belialc80,3,0,4,0,8,0.15,1,0,0,1,0,0.6718676367587786,0.6988970513420565
whaleba,2,0,1,0,3,0.16,0,0,1,4,4,0.3625445144026153,0.41505396037253345
gotterslot,4,0,0,0,14,0,1,0,1,1,1,0.40149912126213,0.4507997395250402
babushvika,4,0,0,0,3,0.16,1,0,0,1,0,0.5580937209512915,0.5944950923532963
sciammarella,3,0,2,0.33,1,0,0,0,0,1,0,0.6226195074263052,0.6537056632954152
morsejerrome,5,0,0,0,7,0.1,1,0,0,1,0,0.581386280601053,0.61586896210225
elliotzacharywaxman,9,0,3,0.17,1,0,1,1,0.2,5,1,0.5439766261270668,0.5815408721841232
kishore594,3,0,3,0,14,0.38,1,0,0,11,0,0.614408713827139,0.6461712215868622
brucewang614,1,1,1,0.39,22,0,0,0,0.43,14,6,0.3572221903950532,0.4101700548761048
moonlag23,3,0,4,0.31,31,0.1,0,0,0,13,0,0.7797925402454552,0.7979318016863041
chandler199,3,0,0,0,10,0.05,1,0,0,1,0,0.5219222460207312,0.561303188783297
hanhuynh1192,4,0,3,0,6,0.1,0,0,0.5,22,11,0.4783937669672178,0.521360303344797
niagatara,2,0,2,0,2,0,1,0,0.33,3,1,0.2902255889206955,0.3486921986392897
artemylabs,3,0,0,0.32,30,0.15,1,0,0,3,0,0.6521713418724601,0.6808232094042314
granthul,3,0,3,0.15,13,0.03,1,0,0,1,0,0.687398473897512,0.7131485589087184
charles22222,3,0,0,0.28,13,0,1,0,0,1,0,0.5830513548825854,0.6173968783704036
aaaakkkkoo,4,0,1,0,2,0.11,1,0,0,1,0,0.5621002481903175,0.5981715878797745
heiande03,3,0,3,0,3,0.16,1,0,1,1,1,0.4790535133806552,0.5219657041302918
dim2013,2,0,4,0.18,10,0.08,0,0,0,21,0,0.6556271564190369,0.6839943563758708
jsh-b,2,0,0,0.4,1,0,1,0,0,3,0,0.3996048913636053,0.44906154399245707
dewamshah,3,0,0,0.05,33,0.1,1,0,0,8,0,0.5504816888029761,0.5875100900130916
toyecc,2,0,4,0.28,11,0.16,0,0,0.55,124,68,0.5552773244972898,0.5919106923614361
aleksandrasaburceva99,8,0,0,0,3,0.16,1,0,0,1,0,0.5956586098754982,0.6289656295150688
tobugger,2,0,4,0.06,26,0.11,1,0,0,25,0,0.6132814160338707,0.6451367832699104
nvr-ndr,3,0,NA,0.65,12,0,0,0,0,5,0,0.7359665284956858,0.6221705568330587
elderorb,3,0,4,0.57,50,0.11,0,0,0,18,0,0.805210333439903,0.82125584203279
peipe215512,5,0,3,0,26,0,1,0,0.8,5,4,0.45237166823441144,0.49748173622840397
momonosukke,4,0,3,0.58,18,0.07,0,1,0.07,82,6,0.7123172992162509,0.7360147331149143
krushkristi,3,0,0,0,3,0.16,1,0,0,1,0,0.5226115609008772,0.5619357223771053
kenjunnn,3,0,1,0.25,3,0.07,1,0,0,2,0,0.5549650075676794,0.5916241020736249
sandralbaker05,5,0,0,0,1,0.07,1,0,0.5,2,1,0.3601383804241966,0.412846028096023
